slurp_id,scenario,intent,intent_raw,gold_intent_final,review_status,review_category,review_note,gold_sentence,sentence_annotation,audio_file
10767,lists,lists_query,lists_query,lists_query,ok,,,are eggs on my shopping list,are eggs on my [list_name : shopping] list,audio-1497883247-headset.flac
10775,lists,lists_query,lists_query,lists_query,ok,,,do i have a list of contacts for the party i'm planning,do i have a list of contacts for the [event_name : party] i'm planning,audio-1498566926-headset.flac
10784,lists,lists_remove,lists_remove,lists_remove,ok,,,delete my to do list,delete my [list_name : to do] list,audio-1498483010-headset.flac
10791,lists,lists_remove,lists_remove,lists_remove,ok,,,remove item from list,remove item from list,audio-1498757770-headset.flac
10797,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,please add milk to the grocery list,please add milk to the [list_name : grocery] list,audio-1490355510-headset.flac
10806,lists,lists_query,lists_query,lists_query,ok,,,will you please show me my lists,will you please show me my lists,audio-1501415533-headset.flac
10844,lists,lists_remove,lists_remove,lists_remove,ok,,,take milk off my grocery list,take milk off my [list_name : grocery] list,audio-1494606164-headset.flac
10850,lists,lists_query,lists_query,lists_query,ok,,,please tell me what lists i have made,please tell me what lists i have made,audio-1490020160-headset.flac
10854,lists,lists_remove,lists_remove,lists_remove,ok,,,rearrange that off the list,rearrange that off the list,audio-1490021936-headset.flac
10860,lists,lists_remove,lists_remove,lists_remove,ok,,,drop it from list,drop it from list,audio-1490366035-headset.flac
10865,lists,lists_query,lists_query,lists_query,ok,,,olly what else do i have on the list,olly what else do i have on the list,audio-1490018091-headset.flac
10870,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add buy groceries to my to do list for today,add buy groceries to my to do list for [date : today],audio-1490802092-headset.flac
10883,lists,lists_remove,lists_remove,lists_remove,ok,,,please tell me how can i remove the item,please tell me how can I remove the item,audio-1502896220-headset.flac
10886,lists,lists_query,lists_query,lists_query,ok,,,can i check my lists,can i check my lists,audio-1502112371-headset.flac
10889,lists,lists_query,lists_query,lists_query,ok,,,did i make a shopping list,did i make a [list_name : shopping] list,audio-1490800321-headset.flac
10896,lists,lists_remove,lists_remove,lists_remove,ok,,,remove item from my list,remove item from my list,audio-1490006407-headset.flac
10901,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,create a new list of,create a new list of,audio-1490289538-headset.flac
10904,lists,lists_query,lists_query,lists_query,ok,,,tell me the list about,tell me the list about,audio-1501766439-headset.flac
10916,lists,lists_remove,lists_remove,lists_remove,ok,,,please remove the first list,please remove the first list,audio-1434542061-headset.flac
10925,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,create a new list of my pending bills,create a new list of my [list_name : pending bills],audio-1498572643-headset.flac
10928,lists,lists_query,lists_query,lists_query,ok,,,read my list to me,read my list to me,audio-1502195969-headset.flac
10929,lists,lists_query,lists_query,lists_query,ok,,,give me my list,give me my list,audio-1498646319-headset.flac
10941,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,make a list for work,make a list for work,audio-1497271946-headset.flac
10952,lists,lists_remove,lists_remove,lists_remove,ok,,,please delete list titled kickball,please delete list titled [list_name : kickball],audio-1490262796-headset.flac
10962,lists,lists_remove,lists_remove,lists_remove,ok,,,i don't want this list any more,i don't want this list any more,audio-1497872472-headset.flac
10965,lists,lists_query,lists_query,lists_query,ok,,,do i have anything on my to do list,do i have anything on my [list_name : to do] list,audio-1490287206-headset.flac
10967,lists,lists_query,lists_query,lists_query,ok,,,what lists are currently available right now,what lists are currently available right now,audio-1498570209-headset.flac
10969,lists,lists_remove,lists_remove,lists_remove,ok,,,delete the last line,delete the last line,audio-1500978344-headset.flac
10973,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,create a new list for school supplies,create a new list for [list_name : school supplies],audio-1501764930-headset.flac
10988,lists,lists_remove,lists_remove,lists_remove,ok,,,delete call newspaper from my vacation list,delete call newspaper from my [list_name : vacation list],audio-1497017301-headset.flac
11004,lists,lists_query,lists_query,lists_query,ok,,,read out my shopping list for today,read out my [list_name : shopping] list for [date : today],audio-1498566394-headset.flac
11007,lists,lists_query,lists_query,lists_query,ok,,,what is on the list for today,what is on the list for [date : today],audio-1490019946-headset.flac
11014,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,include an item to a list,include an item to a list,audio-1490105107-headset.flac
11020,lists,lists_remove,lists_remove,lists_remove,ok,,,take grocery buying off of the list,take grocery buying off of the list,audio-1501766461-headset.flac
11022,lists,lists_remove,lists_remove,lists_remove,ok,,,we're out of paint so take bathroom painting off the list,we're out of paint so take bathroom painting off the list,audio-1490181675-headset.flac
11041,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,remind me to order more soap,remind me to order more soap,audio-1497267950-headset.flac
11045,lists,lists_query,lists_query,lists_query,ok,,,open my list,open my list,audio-1497867530-headset.flac
11047,lists,lists_remove,lists_remove,lists_remove,ok,,,remove last played song,remove last played song,audio-1501689679-headset.flac
11064,lists,lists_query,lists_query,lists_query,ok,,,hey what are my lists,hey what are my lists,audio-1495734112-headset.flac
11065,lists,lists_query,lists_query,lists_query,ok,,,hey olly what are my lists,hey olly what are my lists,audio-1495378297-headset.flac
11070,lists,lists_query,lists_query,lists_query,ok,,,can you tell me what the items on my grocery list are,can you tell me what the items on my [list_name : grocery] list are,audio-1501754539-headset.flac
11076,lists,lists_query,lists_query,lists_query,ok,,,what is that on the list,what is that on the list,audio-1495734175-headset.flac
11077,lists,lists_query,lists_query,lists_query,ok,,,tell me what's on my list,tell me what's on my list,audio-1501768358-headset.flac
11079,lists,lists_remove,lists_remove,lists_remove,ok,,,remove a list,remove a list,audio-1498573613-headset.flac
11084,lists,lists_remove,lists_remove,lists_remove,ok,,,cancel the milk from the shopping list,cancel the milk from the [list_name : shopping] list,audio-1501156954-headset.flac
11086,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add milk to my grocery list,add milk to my [list_name : grocery] list,audio-1502376342-headset.flac
11096,lists,lists_remove,lists_remove,lists_remove,ok,,,remove the santana music list,remove the [list_name : santana music] list,audio-1490370627-headset.flac
11109,lists,lists_query,lists_query,lists_query,ok,,,what is on this specific list,what is on this specific list,audio-1434530553-headset.flac
11119,lists,lists_query,lists_query,lists_query,ok,,,can i see my work lists,can i see my work lists,audio-1490183665-headset.flac
11122,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add this to a list,add this to a list,audio-1498573165-headset.flac
11131,lists,lists_remove,lists_remove,lists_remove,ok,,,please remove my to do list from today,please remove my [list_name : to do] list from [date : today],audio-1490801753-headset.flac
11160,lists,lists_remove,lists_remove,lists_remove,ok,,,i don't want eggs,i don't want eggs,audio-1490370320-headset.flac
11169,lists,lists_query,lists_query,lists_query,ok,,,list the availables,list the availables,audio-1434532639-headset.flac
11178,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,create a list of monthly groceries to be bought,create a list of [general_frequency : monthly] [list_name : groceries] to be bought,audio-1490195843-headset.flac
11182,lists,lists_query,lists_query,lists_query,ok,,,my health planning,My [list_name : health planning],audio-1497865290-headset.flac
11196,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add pastries to the christmas list,add pastries to the [list_name : christmas] list,audio-1497861512-headset.flac
11212,lists,lists_createoradd,lists_createoradd,lists_createoradd,ambiguous_retained,compound,"scelto lists_createoradd (obiettivo=nuova lista), ma lists_remove difendibile",delete the old playlist and create new,delete the [list_name : old playlist] and create new,audio-1490194476-headset.flac
11245,lists,lists_query,lists_query,lists_query,ok,,,how many items are on my to do list,how many items are on my [list_name : to do] list,audio-1494415949-headset.flac
